city,total_orders,total_revenue,average_order_value
North Kyleport,1,203.34,203.34
South Wendyburgh,1,91.04,91.04
Mcintyreberg,1,449.52,449.52
West Vincent,3,739.55,246.516666666667
Port Amyfurt,2,536.0,268.0
North Josephfort,2,738.29,369.145
Webbmouth,2,877.35,438.675
Burkeside,1,195.76,195.76
Lake Dustin,2,594.55,297.275
West Markshire,1,128.14,128.14
South Timothyville,1,110.97,110.97
Washingtonton,2,148.4,74.2
Lake Whitney,2,432.91,216.455
Lake Erik,2,543.1,271.55
Drewborough,1,490.99,490.99
Port Brianborough,2,252.87,126.435
New Meganview,1,374.3,374.3
Juliaville,1,424.98,424.98
New Kenneth,4,1249.86,312.465
New Jacobhaven,1,222.89,222.89
South Davidland,1,21.47,21.47
Brennanland,1,226.26,226.26
Allisonland,1,147.28,147.28
South Robertchester,3,698.36,232.786666666667
Port Caitlynport,1,56.21,56.21
Fitzpatrickburgh,2,195.22,97.61
Michellemouth,8,1867.13,233.39125
Lake Garymouth,1,370.34,370.34
Vasquezbury,3,733.77,244.59
Cooperberg,1,194.52,194.52
South Yolanda,1,53.59,53.59
Brucechester,1,458.1,458.1
Rodneymouth,2,388.43,194.215
Port Stephenchester,1,223.11,223.11
Staceyshire,1,339.83,339.83
North Allison,2,697.14,348.57
Ingramton,1,26.4,26.4
Pachecoport,1,58.4,58.4
Lake Martinshire,1,136.22,136.22
Garnertown,1,419.79,419.79
Webbside,1,114.41,114.41
Richmondfort,1,69.22,69.22
Payneborough,1,327.14,327.14
East Jonathan,3,511.87,170.623333333333
Moonstad,1,26.86,26.86
West Steve,1,126.49,126.49
Derrickfort,1,214.54,214.54
West Philipburgh,1,359.16,359.16
Granttown,1,477.22,477.22
South Joshuaside,2,493.51,246.755
South Derrickburgh,1,271.15,271.15
North Lorettaview,1,372.43,372.43
North Elizabethbury,2,304.56,152.28
Fullerfort,1,476.59,476.59
Darrylville,1,155.96,155.96
Lake Lindseyville,1,65.53,65.53
Rickside,1,102.76,102.76
North Paulstad,1,495.11,495.11
South Biancaport,1,48.12,48.12
Mirandastad,1,114.19,114.19
North Bruceville,1,173.29,173.29
Phillipsville,1,306.04,306.04
Raystad,1,267.36,267.36
Zunigabury,1,368.1,368.1
North Diane,3,1177.45,392.483333333333
Alvaradochester,2,768.46,384.23
North Tracihaven,1,428.91,428.91
East Gloria,1,442.55,442.55
West Paulamouth,1,331.26,331.26
Port Jamieside,1,173.21,173.21
New Candice,1,281.98,281.98
Stevemouth,1,387.42,387.42
Tatetown,1,171.05,171.05
South Garyburgh,1,402.48,402.48
Lake Juantown,1,196.36,196.36
Mclaughlinton,1,302.95,302.95
East Tiffanyfurt,1,175.91,175.91
North Petershire,1,210.03,210.03
Donaldville,2,423.4,211.7
Port Alexa,1,48.27,48.27
Pageside,1,146.82,146.82
Evanhaven,1,79.71,79.71
West Monicafort,1,439.21,439.21
Krausemouth,1,190.58,190.58
Hammondstad,1,381.46,381.46
North Dawn,6,1070.83,178.471666666667
West Alexis,3,702.44,234.146666666667
Morganburgh,4,858.97,214.7425
New Mark,15,3155.39,210.359333333333
East Shannon,7,1813.12,259.017142857143
Brittanytown,2,268.73,134.365
Brittneyhaven,1,304.24,304.24
Hopkinsmouth,3,965.5,321.833333333333
Robertsonland,2,775.97,387.985
North Stephanie,11,2103.76,191.250909090909
North Mark,7,2093.77,299.11
Jonesfort,4,1044.54,261.135
Andersonberg,2,511.99,255.995
Lake Janet,2,261.75,130.875
Miguelton,1,183.98,183.98
Collinsshire,3,692.2,230.733333333333
East Richardfurt,3,874.27,291.423333333333
Port Jamesmouth,8,1663.18,207.8975
North Christineton,3,764.98,254.993333333333
Shortmouth,1,94.28,94.28
Barnesmouth,2,914.28,457.14
Garciaton,4,1105.1,276.275
Lake Kaylachester,1,125.2,125.2
West Amyfurt,2,359.76,179.88
Solisbury,1,464.2,464.2
Megantown,4,893.63,223.4075
Floydville,1,414.04,414.04
Elizabethburgh,8,1855.27,231.90875
Meghanchester,2,688.83,344.415
Lindaton,1,155.0,155.0
Baldwinhaven,3,677.52,225.84
Glennfurt,2,276.69,138.345
Manuelmouth,1,41.6,41.6
North Kevinview,2,498.23,249.115
South Austinfort,1,68.22,68.22
Nathanburgh,1,231.88,231.88
East Pamela,6,1394.98,232.496666666667
North Danielborough,1,448.07,448.07
Kellyfort,6,1625.44,270.906666666667
Davidborough,9,2594.83,288.314444444444
New Randyview,1,419.13,419.13
Jamiestad,5,1678.5,335.7
Waltonside,2,572.84,286.42
Robertsmouth,5,1619.73,323.946
Frenchberg,1,332.02,332.02
New Justinland,1,266.66,266.66
South Juan,3,618.54,206.18
Lake Frankmouth,2,395.83,197.915
Denisemouth,2,419.33,209.665
New Brad,1,487.04,487.04
Cheyennemouth,1,346.9,346.9
Dayview,2,499.91,249.955
East Sarashire,1,266.97,266.97
Smithborough,17,2683.88,157.875294117647
Fitzpatrickbury,1,253.34,253.34
Newmanborough,1,243.35,243.35
Calebview,1,78.74,78.74
Ronniefort,1,82.67,82.67
Weissland,3,752.97,250.99
Woodview,3,753.99,251.33
North Davidview,2,639.15,319.575
West Derekbury,1,355.47,355.47
North Susan,6,2111.3,351.883333333333
North Codybury,1,101.33,101.33
Port Alanberg,1,197.86,197.86
Bentleyshire,2,392.19,196.095
Kristinaberg,1,71.36,71.36
South Angelamouth,1,394.19,394.19
Goldenberg,2,534.32,267.16
Nicholastown,2,662.37,331.185
Port Rachelton,2,958.97,479.485
Joeshire,1,464.56,464.56
Port Chloeburgh,1,351.53,351.53
Osborneland,2,369.84,184.92
New Christinaville,1,221.27,221.27
Tammyshire,4,1060.9,265.225
Spencerhaven,1,95.41,95.41
New Don,2,878.75,439.375
Samanthaside,4,789.73,197.4325
Burnettfort,1,432.7,432.7
Conwaymouth,1,473.57,473.57
East Michaelstad,1,322.83,322.83
Contrerasborough,1,443.39,443.39
Port Craigview,2,739.36,369.68
Meghanport,1,444.64,444.64
Nicoleside,2,462.67,231.335
New Carrieshire,1,404.89,404.89
Robertsborough,2,536.36,268.18
Port Lisatown,1,450.88,450.88
Leahborough,1,378.96,378.96
Fernandezside,1,369.98,369.98
Bowmanville,2,419.63,209.815
West Kara,2,673.49,336.745
Mcconnellside,1,91.07,91.07
Port Paulaton,1,425.85,425.85
West Rossview,1,38.97,38.97
North Travismouth,1,55.0,55.0
Port Rhondaport,1,295.48,295.48
Rebeccaport,4,787.56,196.89
East Andrewburgh,1,37.67,37.67
Mathewsside,2,740.37,370.185
New Scottshire,1,34.69,34.69
Port Barbarabury,2,344.83,172.415
Jacksonstad,3,951.74,317.246666666667
Grosshaven,1,217.41,217.41
Port Lisafort,1,87.14,87.14
Lake Hollymouth,1,125.51,125.51
Port Bobbyfurt,1,448.43,448.43
Burgessville,1,215.27,215.27
Garyland,1,74.6,74.6
Steinstad,1,208.57,208.57
Waltersstad,1,352.94,352.94
East Virginiamouth,1,30.32,30.32
East Tonitown,1,497.11,497.11
New Cameronville,1,485.09,485.09
Dustinborough,1,65.16,65.16
South Deborahville,1,366.81,366.81
Careyberg,1,432.86,432.86
Kaylaport,2,878.85,439.425
Claudiaside,1,293.14,293.14
West Bruceborough,1,439.44,439.44
Caldwellfurt,1,392.8,392.8
Lindseyland,1,116.09,116.09
North Melissaberg,1,459.85,459.85
Allenport,1,63.71,63.71
Hayesbury,1,64.49,64.49
West Amandaville,1,347.15,347.15
New Wayne,1,461.59,461.59
Montgomeryfort,1,11.8,11.8
Port Vincentfort,1,195.82,195.82
New Williamhaven,1,273.43,273.43
Adamsview,2,221.89,110.945
Sheilamouth,2,577.76,288.88
East Amandaburgh,1,201.46,201.46
Port Shawnberg,1,230.37,230.37
Hebertside,1,306.32,306.32
Carolfurt,1,19.55,19.55
Spencerfort,1,393.97,393.97
New Teresahaven,1,180.85,180.85
Chantown,1,451.3,451.3
New Denisefort,1,133.56,133.56
North Arielburgh,1,435.43,435.43
Lake Helen,1,443.04,443.04
West Matthewton,1,71.89,71.89
South Katherinechester,1,276.02,276.02
Codychester,2,583.7,291.85
East Heatherhaven,1,271.28,271.28
South Emilymouth,1,197.31,197.31
South Ericafort,1,454.98,454.98
Priscillaview,1,439.23,439.23
East Kylehaven,1,409.79,409.79
North Tiffanychester,1,304.49,304.49
Judithmouth,2,538.37,269.185
Jackberg,1,186.09,186.09
Chadville,1,351.64,351.64
Sullivanchester,1,290.74,290.74
South Frankborough,1,377.49,377.49
North Victoriamouth,1,30.92,30.92
Port Christinabury,1,172.6,172.6
Jenkinsborough,1,244.79,244.79
Aprilhaven,1,482.35,482.35
South Caseystad,1,150.35,150.35
Port Christopherfurt,2,498.54,249.27
North Johnborough,1,107.12,107.12
North Kathrynview,1,341.91,341.91
East Carolynport,1,250.53,250.53
Franklinshire,1,340.16,340.16
Grahamville,1,267.1,267.1
South Gregorystad,1,62.68,62.68
West Aliciabury,1,341.86,341.86
West Charlesport,2,783.48,391.74
Jacksonmouth,12,2749.2,229.1
Rosshaven,1,416.45,416.45
Johnsonside,15,3804.96,253.664
Gilesmouth,1,117.66,117.66
Danielleburgh,5,1328.62,265.724
New Kimberlyborough,1,256.53,256.53
East Robertmouth,4,1006.86,251.715
Marieview,2,395.67,197.835
Floresfurt,2,795.75,397.875
Timothyberg,4,778.93,194.7325
Bryantland,2,638.78,319.39
North Brianton,3,1069.07,356.356666666667
Lake Emilyside,1,370.32,370.32
West Christopher,31,8469.14,273.198064516129
South Thomas,21,4172.12,198.672380952381
Ryanbury,7,2268.76,324.108571428571
Port Reneefurt,2,310.82,155.41
Cochranport,1,378.41,378.41
Port Karenburgh,1,407.86,407.86
Heathville,2,402.68,201.34
Jasonton,7,1517.87,216.838571428571
Port Lynnland,1,228.44,228.44
Kristiport,1,163.01,163.01
New Patrickmouth,1,229.92,229.92
Hernandezhaven,2,814.88,407.44
East Scott,10,2323.47,232.347
Lorihaven,5,1158.22,231.644
New Deniseville,2,386.83,193.415
South Mary,13,3453.36,265.643076923077
Nathanmouth,4,1091.55,272.8875
West Tannerchester,1,350.73,350.73
South Dan,1,171.24,171.24
Bridgetstad,1,376.93,376.93
North Philipstad,1,202.94,202.94
Guzmanmouth,3,702.98,234.326666666667
Marktown,4,672.69,168.1725
Brooksview,2,930.78,465.39
Zacharyview,3,580.89,193.63
South Loriside,1,290.18,290.18
Lake Lynn,3,837.58,279.193333333333
West Zacharyburgh,1,485.01,485.01
Rojasfort,1,325.04,325.04
Lake Mariah,1,214.52,214.52
Holtburgh,1,243.9,243.9
Port Kristinaton,1,12.97,12.97
North Markhaven,2,738.87,369.435
Youngland,3,914.89,304.963333333333
Kennethfurt,5,1578.97,315.794
East Mike,2,717.0,358.5
South Frankberg,2,521.85,260.925
New Kurt,1,395.77,395.77
New Jon,4,1408.25,352.0625
Port Calvin,3,1074.04,358.013333333333
New Gloriafort,1,473.68,473.68
Port Kimberlyfurt,2,81.37,40.685
Lake Jamie,3,1122.89,374.296666666667
Langton,1,460.25,460.25
Hopkinsview,1,241.78,241.78
Cindyburgh,1,263.51,263.51
Phillipland,1,10.25,10.25
Ellisfurt,2,739.81,369.905
South Thomasmouth,2,612.86,306.43
Weberstad,1,284.82,284.82
North Brendaport,1,73.67,73.67
East Chelseamouth,1,313.25,313.25
North Michelletown,1,31.1,31.1
Reesebury,1,281.82,281.82
Jonmouth,2,744.1,372.05
Harrisport,5,1501.52,300.304
New Duaneland,1,257.9,257.9
Espinozatown,2,650.32,325.16
Toddland,3,898.92,299.64
South Samuel,3,955.11,318.37
East Brandonstad,2,663.53,331.765
Chelseaberg,2,351.57,175.785
Juliebury,4,822.38,205.595
Katiestad,1,484.88,484.88
Lukeport,1,119.98,119.98
Mariaborough,1,11.67,11.67
Caseystad,1,11.91,11.91
Greerton,2,781.89,390.945
Port Richardhaven,1,331.87,331.87
Weisston,1,63.7,63.7
Perezport,2,285.39,142.695
Lake Nancy,8,1632.06,204.0075
North Sharonborough,1,442.67,442.67
Russellmouth,5,1849.14,369.828
Alexisbury,3,869.7,289.9
Derrickstad,1,355.9,355.9
Kinghaven,6,1833.27,305.545
Lopezhaven,2,509.57,254.785
West Zoe,1,56.76,56.76
New Tracyland,2,304.12,152.06
New Sandy,1,334.01,334.01
Clarkeland,1,393.1,393.1
North Danielview,3,834.16,278.053333333333
West Susanborough,1,436.58,436.58
Lake Blakehaven,1,272.65,272.65
East Meredithberg,1,424.41,424.41
North Debbieborough,1,44.44,44.44
West Rebeccaview,1,452.49,452.49
Lake Hannahport,1,132.29,132.29
Spearsville,1,239.11,239.11
Meltonhaven,1,433.62,433.62
North Mariah,1,19.39,19.39
North Chelsea,2,761.11,380.555
Lake Wandamouth,1,374.21,374.21
North Keith,3,1097.74,365.913333333333
North Donna,7,1781.48,254.497142857143
Barbarafort,1,379.38,379.38
Lambertfort,1,434.15,434.15
Lake Caitlin,3,666.19,222.063333333333
Franklinton,1,240.75,240.75
North Ernestton,1,46.72,46.72
Jackhaven,1,265.15,265.15
Grantstad,1,281.7,281.7
Lake Belindashire,1,404.54,404.54
Donnaside,1,280.65,280.65
New Pamelashire,1,90.73,90.73
Josehaven,1,13.37,13.37
Lake Cliffordton,1,499.89,499.89
West Desireeton,1,100.37,100.37
South Joelbury,1,443.12,443.12
West Katiebury,1,324.34,324.34
East Brianville,2,644.78,322.39
North Mitchell,3,1173.15,391.05
Lake Nicholestad,1,88.92,88.92
West Christopherchester,1,320.4,320.4
Guerramouth,1,422.04,422.04
Port Heatherfurt,1,270.08,270.08
Anthonyburgh,3,1004.02,334.673333333333
Gordonstad,2,565.72,282.86
North Judychester,1,301.93,301.93
East Brandonside,1,69.44,69.44
Elijahmouth,1,271.27,271.27
Callahanshire,1,376.27,376.27
South Darius,1,15.39,15.39
South Angelicaville,1,21.39,21.39
North Andrewfurt,1,418.44,418.44
New Jessicabury,1,317.82,317.82
Lake Arthurstad,1,40.18,40.18
Bowmanhaven,1,264.4,264.4
Lucashaven,2,555.92,277.96
East Kyleview,1,86.77,86.77
New Phillipville,1,361.1,361.1
New Mitchellport,1,313.52,313.52
New Richardville,1,273.38,273.38
South Justinburgh,1,341.57,341.57
West Katrina,2,715.1,357.55
South Jonathanland,1,35.68,35.68
Port Sarahton,1,325.19,325.19
Lake Melaniemouth,1,274.32,274.32
South Alexburgh,1,227.0,227.0
North Jaredberg,1,42.38,42.38
West Micheleberg,1,214.18,214.18
Danafort,2,643.17,321.585
Port Georgeshire,1,51.29,51.29
North Nathanton,1,31.29,31.29
New Clintonview,1,237.59,237.59
Nicholasburgh,1,278.47,278.47
Tabithaville,1,349.55,349.55
South Cynthialand,1,471.55,471.55
West Davidhaven,1,496.49,496.49
Colemanstad,1,218.12,218.12
West Garyhaven,1,208.38,208.38
Brianamouth,1,486.99,486.99
South Mauricetown,1,405.37,405.37
East Susanside,1,53.61,53.61
Christianview,1,493.97,493.97
Jonesport,10,2665.04,266.504
Jenniferton,12,2478.76,206.563333333333
North Stevenmouth,4,682.06,170.515
South Kevin,9,2596.04,288.448888888889
New Theresatown,1,42.25,42.25
South Austinburgh,2,659.33,329.665
North Michele,8,2269.27,283.65875
South Michaelburgh,3,716.23,238.743333333333
South Michelleton,1,490.35,490.35
Alexanderville,4,846.38,211.595
South Aprilville,2,420.09,210.045
Ronaldport,2,738.7,369.35
Virginiashire,1,15.86,15.86
Woodsshire,2,535.45,267.725
New Tiffany,6,1491.46,248.576666666667
Robinsontown,2,664.18,332.09
West Barbara,3,1251.95,417.316666666667
South Juanburgh,1,306.65,306.65
Vincentshire,3,850.97,283.656666666667
Willisborough,1,466.91,466.91
East Adam,11,2126.01,193.273636363636
West Shawnburgh,1,91.42,91.42
Rodneyshire,1,83.38,83.38
Brendahaven,2,525.93,262.965
West Lisashire,1,449.3,449.3
West Wendyview,1,94.73,94.73
Stanleyburgh,2,467.66,233.83
Port Erica,5,1656.13,331.226
Port Javier,2,634.05,317.025
Seanmouth,6,2100.27,350.045
South Adam,5,2084.28,416.856
East Deborahstad,1,105.31,105.31
Santoshaven,2,265.68,132.84
Lake Deborahstad,1,81.6,81.6
Haroldfort,1,266.37,266.37
Rayshire,2,203.49,101.745
New Stephen,7,2217.63,316.804285714286
Victoriaville,1,381.83,381.83
Port Kyle,8,2903.23,362.90375
Port Shane,7,1784.87,254.981428571429
New Adam,6,1463.29,243.881666666667
Katiehaven,3,696.55,232.183333333333
West Ashleyburgh,1,136.47,136.47
Annahaven,2,710.92,355.46
East Katelyn,3,742.6,247.533333333333
East Phillipbury,1,212.93,212.93
North Jameschester,4,1399.93,349.9825
Port Tinaland,1,169.82,169.82
Wileymouth,1,483.28,483.28
Jimenezport,1,145.38,145.38
West Melissahaven,1,45.28,45.28
East Stephanieburgh,1,450.29,450.29
Montgomeryberg,2,734.27,367.135
New Johnny,2,509.16,254.58
North Stephaniebury,1,125.11,125.11
Kaylabury,2,496.56,248.28
Heatherstad,2,523.56,261.78
Katiebury,3,604.92,201.64
New Chad,4,919.58,229.895
South Tabitha,1,366.94,366.94
East Meghanchester,1,128.26,128.26
Chadport,2,355.1,177.55
Garnershire,1,168.09,168.09
Henryville,2,639.52,319.76
New Elizabethton,1,353.76,353.76
Kristenport,2,844.63,422.315
West Elizabethport,4,526.59,131.6475
Shawnhaven,2,446.16,223.08
West Christystad,1,224.12,224.12
Mooreview,4,1067.16,266.79
South Jaredton,1,452.15,452.15
Rhondafort,1,54.29,54.29
New Betty,1,212.77,212.77
Stewartberg,3,659.3,219.766666666667
South Brandonside,1,221.47,221.47
Jordanfort,2,218.99,109.495
East Maryville,1,264.79,264.79
Collierville,1,461.5,461.5
Leeton,2,758.29,379.145
Tonyville,1,231.99,231.99
Shortshire,1,245.71,245.71
West Mercedesborough,1,483.54,483.54
Rosschester,2,502.65,251.325
West Krystalchester,1,494.58,494.58
Katrinaview,1,496.92,496.92
Meltonchester,2,661.06,330.53
Justinview,2,530.49,265.245
Jackville,1,145.37,145.37
Lake Connieton,1,497.48,497.48
Zoeborough,1,336.04,336.04
South Melissamouth,3,684.14,228.046666666667
Summerston,2,487.04,243.52
East Tylerborough,1,178.27,178.27
Conleyfurt,1,494.65,494.65
Vernonshire,1,330.14,330.14
Cruzside,2,157.34,78.67
Pearsonside,1,61.59,61.59
Cassandramouth,3,728.13,242.71
South Noah,1,393.34,393.34
Lake Dorothymouth,1,180.83,180.83
North Veronica,4,1086.13,271.5325
Goodstad,1,89.52,89.52
Port Robertport,1,307.07,307.07
Cookstad,2,728.27,364.135
Marcusfurt,1,65.82,65.82
Port Michellefurt,1,466.14,466.14
Ricardoside,1,272.38,272.38
Lake Rogertown,1,248.65,248.65
Paulaburgh,1,420.2,420.2
East Annland,1,46.48,46.48
Calebbury,2,501.44,250.72
Lake Alexis,3,685.77,228.59
East Cindyside,1,363.15,363.15
South Latoyamouth,1,144.92,144.92
Port Autumnberg,1,19.47,19.47
Ericaside,1,66.55,66.55
Lake Joshuamouth,2,319.2,159.6
Port Amyhaven,1,220.44,220.44
Pittmanhaven,1,477.32,477.32
Craigchester,1,258.61,258.61
Jesusville,1,286.02,286.02
North Katrina,1,185.78,185.78
Nortonchester,2,679.25,339.625
East Alison,3,1154.77,384.923333333333
Port Davidfurt,3,1150.28,383.426666666667
Port Derekview,1,23.02,23.02
Port Shelley,1,87.01,87.01
South Melanieview,1,27.79,27.79
Port Jefferystad,1,448.47,448.47
Port Janetchester,1,199.85,199.85
East Franklin,1,479.22,479.22
South Jacobstad,1,50.37,50.37
East Jessicaville,1,188.9,188.9
Port Sarahmouth,1,110.66,110.66
South Danielside,1,426.88,426.88
Port Haleyborough,1,369.94,369.94
East Davidland,2,531.64,265.82
Stevenschester,1,476.84,476.84
North Lukeport,1,191.56,191.56
South Charlesbury,1,96.25,96.25
Bettybury,3,1138.87,379.623333333333
Jakeville,1,110.34,110.34
Carlosburgh,1,175.41,175.41
Maxwellfort,1,247.22,247.22
East Jon,1,435.48,435.48
New Sarahtown,1,38.09,38.09
Byrdchester,1,89.95,89.95
Delacruzland,1,179.98,179.98
Boyerton,1,224.59,224.59
North Carlatown,1,287.59,287.59
Wendybury,2,707.4,353.7
Madisonland,2,661.48,330.74
New Hollyfurt,1,193.99,193.99
North Lorettaville,1,263.62,263.62
Ethanshire,2,436.07,218.035
West Paulfurt,2,534.67,267.335
New Davidhaven,1,130.78,130.78
Wolfebury,1,202.95,202.95
Derrickchester,1,352.66,352.66
South Kelseyborough,1,112.48,112.48
Masseyton,1,120.31,120.31
New Chrisburgh,1,269.84,269.84
Lake Cindyville,1,403.44,403.44
New Raymondton,1,167.51,167.51
Port Mariahtown,1,120.81,120.81
Port Tammychester,1,110.77,110.77
Rowemouth,1,59.42,59.42
Judyfort,1,193.07,193.07
Judithshire,1,185.35,185.35
North Erinmouth,1,127.73,127.73
New Lauriebury,1,286.88,286.88
Warnerview,1,274.06,274.06
New Justin,12,2834.94,236.245
Angelatown,2,235.04,117.52
Oconnellfort,1,286.45,286.45
Stevenside,4,909.22,227.305
Lake Alyssaport,1,64.62,64.62
East Laurabury,1,328.76,328.76
Drakeview,2,233.87,116.935
Devinstad,1,232.8,232.8
Loriburgh,4,469.52,117.38
East Jennafurt,1,35.95,35.95
East Leslie,1,365.53,365.53
South Stefaniemouth,1,188.33,188.33
West Johnborough,2,635.64,317.82
Davisborough,7,2397.75,342.535714285714
Sarachester,2,205.44,102.72
North Jessicamouth,1,45.93,45.93
Port Bradley,3,845.15,281.716666666667
Port Lindaview,2,388.38,194.19
South Wendyhaven,1,258.81,258.81
West Jamie,7,2162.98,308.997142857143
West Kaitlynstad,1,201.89,201.89
Garciaside,4,777.48,194.37
Shirleyville,1,393.87,393.87
Shaunbury,1,113.84,113.84
East Fredmouth,1,352.84,352.84
Gouldshire,1,185.76,185.76
East Michaelbury,2,566.16,283.08
Longbury,3,1029.01,343.003333333333
Andersonside,8,1937.73,242.21625
Hensonfort,1,34.36,34.36
Jeremyhaven,1,262.1,262.1
South Gabriel,2,171.34,85.67
Joditown,2,660.75,330.375
Troymouth,2,634.92,317.46
Heidifurt,2,479.94,239.97
Lake Jennyfort,2,190.36,95.18
Lake Rhonda,2,259.04,129.52
New Abigail,3,652.81,217.603333333333
Jackiestad,2,464.62,232.31
New Amanda,6,1568.08,261.346666666667
Lake Christopherhaven,1,124.09,124.09
New Kimberlyfort,3,457.56,152.52
Wrightborough,5,831.13,166.226
Murphyhaven,1,245.75,245.75
